"","ï..date","state","stay_at_home","non_essential_business_closure","large_gathering_ban","school_closure","bar_restaurant_limits","primary_election_postponed","emergency_declaration","adult_under_60","adult_over_60","risk_under_60","risk_over_60","hospital_beds","beds_per_thousand","total_chc","total_chc_delivery_sites"
"837","18-Mar","Idaho","0","0",999,"0","0","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"838","19-Mar","Idaho","1","0",999,"0","0","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"839","20-Mar","Idaho","1","0",999,"0","0","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"840","21-Mar","Idaho","1","0",999,"0","0","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"841","22-Mar","Idaho","1","0",999,"0","0","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"842","23-Mar","Idaho","1","0",999,"0","0","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"843","24-Mar","Idaho","1","0",999,"0","0","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"844","25-Mar","Idaho","1","1",1,"1","1","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"845","26-Mar","Idaho","1","1",1,"1","1","0","1","912,172","398,298","143,790","398,310","3,396","1.94","14","115"
"846","22-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"847","23-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"848","24-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"849","25-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"850","26-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"851","27-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"852","28-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"853","29-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"854","30-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"855","31-Jan","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"856","1-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"857","2-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"858","3-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"859","4-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"860","5-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"861","6-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"862","7-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"863","8-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"864","9-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"865","10-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"866","11-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"867","12-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"868","13-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"869","14-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"870","15-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"871","16-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"872","17-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"873","18-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"874","19-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"875","20-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"876","21-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"877","22-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"878","23-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"879","24-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"880","25-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"881","26-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"882","27-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"883","28-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"884","29-Feb","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"885","1-Mar","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"886","2-Mar","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"887","3-Mar","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"888","4-Mar","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"889","5-Mar","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"890","6-Mar","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"891","7-Mar","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"892","8-Mar","Illinois","0","0",999,"0","0","0","0","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"893","9-Mar","Illinois","0","0",999,"0","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"894","10-Mar","Illinois","0","0",999,"0","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"895","11-Mar","Illinois","0","0",999,"0","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"896","12-Mar","Illinois","0","0",999,"0","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"897","13-Mar","Illinois","0","0",999,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"898","14-Mar","Illinois","0","0",999,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"899","15-Mar","Illinois","0","0",999,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"900","16-Mar","Illinois","0","0",999,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"901","17-Mar","Illinois","0","0",999,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"902","18-Mar","Illinois","0","0",999,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"903","19-Mar","Illinois","0","0",999,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"904","20-Mar","Illinois","1","1",10,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"905","21-Mar","Illinois","1","1",10,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"906","22-Mar","Illinois","1","1",10,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"907","23-Mar","Illinois","1","1",10,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"908","24-Mar","Illinois","1","1",10,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"909","25-Mar","Illinois","1","1",10,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"910","26-Mar","Illinois","1","1",10,"1","0","0","1","7,044,811","2,865,849","1,064,160","2,865,850","32,066","2.52","44","402"
"911","22-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"912","23-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"913","24-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"914","25-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"915","26-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"916","27-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"917","28-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"918","29-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"919","30-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"920","31-Jan","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"921","1-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"922","2-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"923","3-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"924","4-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"925","5-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"926","6-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"927","7-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"928","8-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"929","9-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"930","10-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"931","11-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"932","12-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"933","13-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"934","14-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"935","15-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"936","16-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"937","17-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"938","18-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"939","19-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"940","20-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"941","21-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"942","22-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"943","23-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"944","24-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"945","25-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"946","26-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"947","27-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"948","28-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"949","29-Feb","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"950","1-Mar","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"951","2-Mar","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"952","3-Mar","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"953","4-Mar","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"954","5-Mar","Indiana","0","0",999,"0","0","0","0","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"955","6-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"956","7-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"957","8-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"958","9-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"959","10-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"960","11-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"961","12-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"962","13-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"963","14-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"964","15-Mar","Indiana","0","0",999,"0","0","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"965","16-Mar","Indiana","0","0",999,"0","1","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"966","17-Mar","Indiana","0","0",999,"0","1","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"967","18-Mar","Indiana","0","0",999,"0","1","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"968","19-Mar","Indiana","0","0",999,"1","1","0","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"969","20-Mar","Indiana","0","0",999,"1","1","1","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"970","21-Mar","Indiana","0","0",999,"1","1","1","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"971","22-Mar","Indiana","0","0",999,"1","1","1","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"972","23-Mar","Indiana","1","1",10,"1","1","1","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"973","24-Mar","Indiana","1","1",10,"1","1","1","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"974","25-Mar","Indiana","1","1",10,"1","1","1","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"975","26-Mar","Indiana","1","1",10,"1","1","1","1","3,621,951","1,519,919","683,090","1,519,920","18,156","2.71","25","197"
"976","22-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"977","23-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"978","24-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"979","25-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"980","26-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"981","27-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"982","28-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"983","29-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"984","30-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"985","31-Jan","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"986","1-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"987","2-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"988","3-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"989","4-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"990","5-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"991","6-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"992","7-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"993","8-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"994","9-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"995","10-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"996","11-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"997","12-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"998","13-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"999","14-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1000","15-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1001","16-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1002","17-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1003","18-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1004","19-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1005","20-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1006","21-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1007","22-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1008","23-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1009","24-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1010","25-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1011","26-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1012","27-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1013","28-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1014","29-Feb","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1015","1-Mar","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1016","2-Mar","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1017","3-Mar","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1018","4-Mar","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1019","5-Mar","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1020","6-Mar","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1021","7-Mar","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1022","8-Mar","Iowa","0","0",999,"0","0","0","0","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1023","9-Mar","Iowa","0","0",999,"0","0","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1024","10-Mar","Iowa","0","0",999,"0","0","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1025","11-Mar","Iowa","0","0",999,"0","0","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1026","12-Mar","Iowa","0","0",999,"0","0","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1027","13-Mar","Iowa","0","0",999,"0","0","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1028","14-Mar","Iowa","0","0",999,"0","0","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1029","15-Mar","Iowa","0","0",999,"0","0","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1030","16-Mar","Iowa","0","0",999,"0","0","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1031","17-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1032","18-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1033","19-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1034","20-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1035","21-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1036","22-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1037","23-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1038","24-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1039","25-Mar","Iowa","0","0",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1040","26-Mar","Iowa","0","1",1,"0","1","0","1","1,668,131","766,109","236,630","766,120","9,423","2.99","14","80"
"1041","22-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1042","23-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1043","24-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1044","25-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1045","26-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1046","27-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1047","28-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1048","29-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1049","30-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1050","31-Jan","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1051","1-Feb","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1052","2-Feb","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1053","3-Feb","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1054","4-Feb","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
"1055","5-Feb","Kansas","0","0",999,"0","0","0","0","1,544,045","668,545","235,430","668,550","9,659","3.32","18","91"
