"","ï..date","state","stay_at_home","non_essential_business_closure","large_gathering_ban","school_closure","bar_restaurant_limits","primary_election_postponed","emergency_declaration","adult_under_60","adult_over_60","risk_under_60","risk_over_60","hospital_beds","beds_per_thousand","total_chc","total_chc_delivery_sites"
"1769","4-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1770","5-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1771","6-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1772","7-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1773","8-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1774","9-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1775","10-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1776","11-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1777","12-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1778","13-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1779","14-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1780","15-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1781","16-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1782","17-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1783","18-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1784","19-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1785","20-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1786","21-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1787","22-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1788","23-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1789","24-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1790","25-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1791","26-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1792","27-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1793","28-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1794","29-Feb","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1795","1-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1796","2-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1797","3-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1798","4-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1799","5-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1800","6-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1801","7-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1802","8-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1803","9-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1804","10-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1805","11-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1806","12-Mar","Nevada","0","0",999,"0","0","0","0","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1807","13-Mar","Nevada","0","0",999,"0","0","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1808","14-Mar","Nevada","0","0",999,"0","0","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1809","15-Mar","Nevada","0","0",999,"1","0","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1810","16-Mar","Nevada","0","0",999,"1","0","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1811","17-Mar","Nevada","0","0",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1812","18-Mar","Nevada","0","0",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1813","19-Mar","Nevada","0","0",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1814","20-Mar","Nevada","0","1",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1815","21-Mar","Nevada","0","1",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1816","22-Mar","Nevada","0","1",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1817","23-Mar","Nevada","0","1",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1818","24-Mar","Nevada","0","1",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1819","25-Mar","Nevada","0","1",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1820","26-Mar","Nevada","0","1",999,"1","1","0","1","1,682,170","694,270","249,770","694,260","6,493","2.14","7","45"
"1821","22-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1822","23-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1823","24-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1824","25-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1825","26-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1826","27-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1827","28-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1828","29-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1829","30-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1830","31-Jan","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1831","1-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1832","2-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1833","3-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1834","4-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1835","5-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1836","6-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1837","7-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1838","8-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1839","9-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1840","10-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1841","11-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1842","12-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1843","13-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1844","14-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1845","15-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1846","16-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1847","17-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1848","18-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1849","19-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1850","20-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1851","21-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1852","22-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1853","23-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1854","24-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1855","25-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1856","26-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1857","27-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1858","28-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1859","29-Feb","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1860","1-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1861","2-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1862","3-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1863","4-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1864","5-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1865","6-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1866","7-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1867","8-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1868","9-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1869","10-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1870","11-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1871","12-Mar","New Hampshire","0","0",999,"0","0","0","0","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1872","13-Mar","New Hampshire","0","0",999,"0","0","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1873","14-Mar","New Hampshire","0","0",999,"0","0","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1874","15-Mar","New Hampshire","0","0",999,"1","0","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1875","16-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1876","17-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1877","18-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1878","19-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1879","20-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1880","21-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1881","22-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1882","23-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1883","24-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1884","25-Mar","New Hampshire","0","0",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1885","26-Mar","New Hampshire","1","1",50,"1","1","0","1","738,454","356,756","130,070","356,760","2,783","2.06","10","43"
"1886","22-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1887","23-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1888","24-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1889","25-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1890","26-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1891","27-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1892","28-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1893","29-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1894","30-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1895","31-Jan","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1896","1-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1897","2-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1898","3-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1899","4-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1900","5-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1901","6-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1902","7-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1903","8-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1904","9-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1905","10-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1906","11-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1907","12-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1908","13-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1909","14-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1910","15-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1911","16-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1912","17-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1913","18-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1914","19-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1915","20-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1916","21-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1917","22-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1918","23-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1919","24-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1920","25-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1921","26-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1922","27-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1923","28-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1924","29-Feb","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1925","1-Mar","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1926","2-Mar","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1927","3-Mar","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1928","4-Mar","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1929","5-Mar","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1930","6-Mar","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1931","7-Mar","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1932","8-Mar","New Jersey","0","0",999,"0","0","0","0","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1933","9-Mar","New Jersey","0","0",999,"0","0","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1934","10-Mar","New Jersey","0","0",999,"0","0","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1935","11-Mar","New Jersey","0","0",999,"0","0","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1936","12-Mar","New Jersey","0","0",999,"0","0","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1937","13-Mar","New Jersey","0","0",999,"0","0","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1938","14-Mar","New Jersey","0","0",999,"0","0","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1939","15-Mar","New Jersey","0","0",999,"0","0","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1940","16-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1941","17-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1942","18-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1943","19-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1944","20-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1945","21-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1946","22-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1947","23-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1948","24-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1949","25-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1950","26-Mar","New Jersey","0","0",50,"1","1","0","1","5,008,891","2,069,589","749,200","2,069,580","20,901","2.35","23","129"
"1951","22-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1952","23-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1953","24-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1954","25-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1955","26-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1956","27-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1957","28-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1958","29-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1959","30-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1960","31-Jan","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1961","1-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1962","2-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1963","3-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1964","4-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1965","5-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1966","6-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1967","7-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1968","8-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1969","9-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1970","10-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1971","11-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1972","12-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1973","13-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1974","14-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1975","15-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1976","16-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1977","17-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1978","18-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1979","19-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1980","20-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1981","21-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1982","22-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1983","23-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1984","24-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1985","25-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1986","26-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1987","27-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1988","28-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
"1989","29-Feb","New Mexico","0","0",999,"0","0","0","0","1,099,806","505,804","181,190","505,810","3,811","1.82","17","212"
