"","State","Date","State_abb","Last.Update","Confirmed","Deaths","Recovered","Latitude","Longitude","Free.Treatment","Early.RX.Refills","SEP","Waiver.1135","Paid.Sick.Leave","stay_at_home","non_essential_business_closure","large_gathering_ban","school_closure","bar_restaurant_limits","primary_election_postponed","emergency_declaration","adult_under_60","adult_over_60","risk_under_60","risk_over_60","hospital_beds","beds_per_thousand","total_chc","total_chc_delivery_sites"
"178","Indiana",2020-03-20,"IN","2020-03-20 21:43:03",86,2,0,"39.8494","-86.2583","0","0","0","0","0","0","0","999","1","1","1","1",26,12,43,12,18,2.71,25,14
"179","Indiana",2020-03-21,"IN","2020-03-21 23:13:18",128,4,0,"39.8494","-86.2583","0","0","0","0","0","0","0","999","1","1","1","1",26,12,43,12,18,2.71,25,14
"180","Iowa",2020-03-10,"IA","2020-03-10 02:33:04",8,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","999","0","0","0","1",7,49,16,49,50,2.99,14,47
"181","Iowa",2020-03-11,"IA","2020-03-11 20:00:00",17,0,0,"42.011539","-93.210526","0","0","0","0","0","0","0","999","0","0","0","1",7,49,16,49,50,2.99,14,47
"182","Iowa",2020-03-12,"IA","2020-03-12 23:44:33",16,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","999","0","0","0","1",7,49,16,49,50,2.99,14,47
"183","Iowa",2020-03-13,"IA","2020-03-13 23:53:03",17,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","999","0","0","0","1",7,49,16,49,50,2.99,14,47
"184","Iowa",2020-03-14,"IA","2020-03-15 18:20:19",18,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","999","0","0","0","1",7,49,16,49,50,2.99,14,47
"185","Iowa",2020-03-15,"IA","2020-03-15 18:20:19",18,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","999","0","0","0","1",7,49,16,49,50,2.99,14,47
"186","Iowa",2020-03-16,"IA","2020-03-16 23:53:03",23,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","999","0","0","0","1",7,49,16,49,50,2.99,14,47
"187","Iowa",2020-03-17,"IA","2020-03-18 05:53:25",29,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","1","0","1","0","1",7,49,16,49,50,2.99,14,47
"188","Iowa",2020-03-18,"IA","2020-03-18 05:53:25",29,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","1","0","1","0","1",7,49,16,49,50,2.99,14,47
"189","Iowa",2020-03-19,"IA","2020-03-19 23:43:04",44,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","1","0","1","0","1",7,49,16,49,50,2.99,14,47
"190","Iowa",2020-03-20,"IA","2020-03-20 19:43:03",45,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","1","0","1","0","1",7,49,16,49,50,2.99,14,47
"191","Iowa",2020-03-21,"IA","2020-03-21 19:43:03",68,0,0,"42.0115","-93.2105","0","0","0","0","0","0","0","1","0","1","0","1",7,49,16,49,50,2.99,14,47
"192","Kansas",2020-03-10,"KS","2020-03-10 03:13:17",1,0,0,"38.5266","-96.7265","0","0","0","0","0","0","0","999","0","0","0","0",4,45,15,45,52,3.32,18,49
"193","Kansas",2020-03-11,"KS","2020-03-11 20:00:00",5,1,0,"38.5266","-96.726486","0","0","0","0","0","0","0","999","0","0","0","0",4,45,15,45,52,3.32,18,49
"194","Kansas",2020-03-12,"KS","2020-03-14 22:33:03",8,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","999","0","0","0","1",4,45,15,45,52,3.32,18,49
"195","Kansas",2020-03-13,"KS","2020-03-14 22:33:03",8,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","999","0","0","0","1",4,45,15,45,52,3.32,18,49
"196","Kansas",2020-03-14,"KS","2020-03-14 22:33:03",8,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","999","0","0","0","1",4,45,15,45,52,3.32,18,49
"197","Kansas",2020-03-15,"KS","2020-03-16 17:13:23",11,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","999","0","0","0","1",4,45,15,45,52,3.32,18,49
"198","Kansas",2020-03-16,"KS","2020-03-16 17:13:23",11,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","999","0","0","0","1",4,45,15,45,52,3.32,18,49
"199","Kansas",2020-03-17,"KS","2020-03-17 23:13:10",18,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","50","1","1","0","1",4,45,15,45,52,3.32,18,49
"200","Kansas",2020-03-18,"KS","2020-03-19 21:43:03",34,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","50","1","1","0","1",4,45,15,45,52,3.32,18,49
"201","Kansas",2020-03-19,"KS","2020-03-19 21:43:03",34,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","50","1","1","0","1",4,45,15,45,52,3.32,18,49
"202","Kansas",2020-03-20,"KS","2020-03-20 21:43:03",44,1,0,"38.5266","-96.7265","0","0","0","0","0","0","0","50","1","1","0","1",4,45,15,45,52,3.32,18,49
"203","Kansas",2020-03-21,"KS","2020-03-21 23:13:18",57,2,0,"38.5266","-96.7265","0","0","0","0","0","0","0","50","1","1","0","1",4,45,15,45,52,3.32,18,49
"204","Kentucky",2020-03-10,"KY","2020-03-10 02:33:04",6,0,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","0","0","0","1",16,4,30,4,13,3.21,24,31
"205","Kentucky",2020-03-11,"KY","2020-03-11 20:00:00",14,0,0,"37.66814","-84.670067","0","1","0","0","0","0","0","999","0","0","0","1",16,4,30,4,13,3.21,24,31
"206","Kentucky",2020-03-12,"KY","2020-03-12 23:44:33",10,0,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","0","0","0","1",16,4,30,4,13,3.21,24,31
"207","Kentucky",2020-03-13,"KY","2020-03-13 23:53:03",14,0,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","0","0","0","1",16,4,30,4,13,3.21,24,31
"208","Kentucky",2020-03-14,"KY","2020-03-15 02:53:02",20,0,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","0","0","0","1",16,4,30,4,13,3.21,24,31
"209","Kentucky",2020-03-15,"KY","2020-03-15 02:53:02",20,0,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","0","0","0","1",16,4,30,4,13,3.21,24,31
"210","Kentucky",2020-03-16,"KY","2020-03-16 18:33:03",21,1,1,"37.6681","-84.6701","0","1","0","0","0","0","0","999","1","1","1","1",16,4,30,4,13,3.21,24,31
"211","Kentucky",2020-03-17,"KY","2020-03-17 23:33:02",26,1,1,"37.6681","-84.6701","0","1","0","0","0","0","0","999","1","1","1","1",16,4,30,4,13,3.21,24,31
"212","Kentucky",2020-03-18,"KY","2020-03-18 14:13:56",27,1,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","1","1","1","1",16,4,30,4,13,3.21,24,31
"213","Kentucky",2020-03-19,"KY","2020-03-19 23:43:04",37,2,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","1","1","1","1",16,4,30,4,13,3.21,24,31
"214","Kentucky",2020-03-20,"KY","2020-03-20 16:13:22",47,2,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","1","1","1","1",16,4,30,4,13,3.21,24,31
"215","Kentucky",2020-03-21,"KY","2020-03-21 23:13:17",87,3,0,"37.6681","-84.6701","0","1","0","0","0","0","0","999","1","1","1","1",16,4,30,4,13,3.21,24,31
"216","Louisiana",2020-03-10,"LA","2020-03-10 03:13:17",1,0,0,"31.1695","-91.8678","0","0","0","0","0","0","0","999","0","0","0","0",17,3,33,3,14,3.28,34,26
"217","Louisiana",2020-03-11,"LA","2020-03-11 10:13:20",6,0,0,"31.1695","-91.8678","0","0","0","0","0","0","0","999","0","0","0","1",17,3,33,3,14,3.28,34,26
"218","Louisiana",2020-03-12,"LA","2020-03-12 23:44:33",19,0,0,"31.1695","-91.8678","0","0","0","0","0","0","0","999","0","0","0","1",17,3,33,3,14,3.28,34,26
"219","Louisiana",2020-03-13,"LA","2020-03-11 20:00:00",36,0,0,"31.169546","-91.867805","0","0","0","0","0","0","0","999","0","0","0","1",17,3,33,3,14,3.28,34,26
"220","Louisiana",2020-03-14,"LA","2020-03-14 22:13:32",77,1,0,"31.1695","-91.8678","0","0","0","0","0","0","0","999","1","0","1","1",17,3,33,3,14,3.28,34,26
"221","Louisiana",2020-03-15,"LA","2020-03-15 18:20:19",91,2,0,"31.1695","-91.8678","0","0","0","0","0","0","0","999","1","0","1","1",17,3,33,3,14,3.28,34,26
"222","Louisiana",2020-03-16,"LA","2020-03-16 22:13:21",136,3,0,"31.1695","-91.8678","0","0","0","0","0","0","0","999","1","1","1","1",17,3,33,3,14,3.28,34,26
"223","Louisiana",2020-03-17,"LA","2020-03-17 22:53:03",196,4,0,"31.1695","-91.8678","0","1","0","0","0","0","0","999","1","1","1","1",17,3,33,3,14,3.28,34,26
"224","Louisiana",2020-03-18,"LA","2020-03-18 19:33:03",257,4,0,"31.1695","-91.8678","0","1","0","0","0","0","0","999","1","1","1","1",17,3,33,3,14,3.28,34,26
"225","Louisiana",2020-03-19,"LA","2020-03-19 23:43:04",392,10,0,"31.1695","-91.8678","0","1","0","0","0","0","0","999","1","1","1","1",17,3,33,3,14,3.28,34,26
"226","Louisiana",2020-03-20,"LA","2020-03-20 23:43:03",538,14,0,"31.1695","-91.8678","0","1","0","0","0","0","0","999","1","1","1","1",17,3,33,3,14,3.28,34,26
"227","Louisiana",2020-03-21,"LA","2020-03-21 15:43:05",585,16,0,"31.1695","-91.8678","0","1","0","0","0","0","0","999","1","1","1","1",17,3,33,3,14,3.28,34,26
"228","Maine",2020-03-10,"ME","2020-03-10 02:33:04",0,0,0,"44.6939","-69.3819","0","0","0","0","0","0","0","999","0","0","0","0",48,36,7,36,32,2.54,18,9
"229","Maine",2020-03-11,"ME","2020-03-11 20:00:00",1,0,0,"44.693947","-69.381927","0","0","0","0","0","0","0","999","0","0","0","0",48,36,7,36,32,2.54,18,9
"230","Maine",2020-03-12,"ME","2020-03-14 16:53:03",3,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","999","0","0","0","0",48,36,7,36,32,2.54,18,9
"231","Maine",2020-03-13,"ME","2020-03-14 16:53:03",3,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","999","0","0","0","0",48,36,7,36,32,2.54,18,9
"232","Maine",2020-03-14,"ME","2020-03-14 16:53:03",3,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","999","0","0","0","0",48,36,7,36,32,2.54,18,9
"233","Maine",2020-03-15,"ME","2020-03-15 18:20:19",12,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","999","0","0","0","1",48,36,7,36,32,2.54,18,9
"234","Maine",2020-03-16,"ME","2020-03-16 18:14:12",17,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","999","0","0","0","1",48,36,7,36,32,2.54,18,9
"235","Maine",2020-03-17,"ME","2020-03-17 17:53:03",32,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","999","0","0","0","1",48,36,7,36,32,2.54,18,9
"236","Maine",2020-03-18,"ME","2020-03-18 19:33:03",42,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","10","0","1","0","1",48,36,7,36,32,2.54,18,9
"237","Maine",2020-03-19,"ME","2020-03-19 18:43:03",52,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","10","0","1","0","1",48,36,7,36,32,2.54,18,9
"238","Maine",2020-03-20,"ME","2020-03-20 19:13:30",56,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","10","0","1","0","1",48,36,7,36,32,2.54,18,9
"239","Maine",2020-03-21,"ME","2020-03-21 23:13:18",70,0,0,"44.6939","-69.3819","0","1","0","0","0","0","0","10","0","1","0","1",48,36,7,36,32,2.54,18,9
"240","Maryland",2020-03-10,"MD","2020-03-10 18:13:16",8,0,0,"39.0639","-76.8021","0","1","0","0","1","0","0","999","0","0","0","1",25,9,36,9,6,1.92,17,4
"241","Maryland",2020-03-11,"MD","2020-03-11 03:33:05",9,0,0,"39.0639","-76.8021","0","1","0","0","1","0","0","999","0","0","0","1",25,9,36,9,6,1.92,17,4
"242","Maryland",2020-03-12,"MD","2020-03-12 01:53:03",12,0,0,"39.0639","-76.8021","0","1","0","0","1","0","0","999","0","0","0","1",25,9,36,9,6,1.92,17,4
"243","Maryland",2020-03-13,"MD","2020-03-11 20:00:00",18,0,0,"39.063946","-76.802101","0","1","0","0","1","0","0","999","0","0","0","1",25,9,36,9,6,1.92,17,4
"244","Maryland",2020-03-14,"MD","2020-03-14 22:33:03",26,0,0,"39.0639","-76.8021","0","1","1","0","1","0","0","999","0","0","0","1",25,9,36,9,6,1.92,17,4
"245","Maryland",2020-03-15,"MD","2020-03-15 18:20:19",32,0,0,"39.0639","-76.8021","0","1","1","0","1","0","0","999","0","0","0","1",25,9,36,9,6,1.92,17,4
"246","Maryland",2020-03-16,"MD","2020-03-16 20:13:20",41,0,3,"39.0639","-76.8021","0","1","1","0","1","0","0","10","1","1","0","1",25,9,36,9,6,1.92,17,4
"247","Maryland",2020-03-17,"MD","2020-03-17 16:13:14",60,0,3,"39.0639","-76.8021","0","1","1","0","1","0","0","10","1","1","1","1",25,9,36,9,6,1.92,17,4
"248","Maryland",2020-03-18,"MD","2020-03-18 19:14:34",85,0,0,"39.0639","-76.8021","0","1","1","0","1","0","0","10","1","1","1","1",25,9,36,9,6,1.92,17,4
"249","Maryland",2020-03-19,"MD","2020-03-19 21:43:03",107,1,0,"39.0639","-76.8021","0","1","1","0","1","0","0","10","1","1","1","1",25,9,36,9,6,1.92,17,4
"250","Maryland",2020-03-20,"MD","2020-03-20 16:43:10",149,1,0,"39.0639","-76.8021","0","1","1","0","1","0","0","10","1","1","1","1",25,9,36,9,6,1.92,17,4
"251","Maryland",2020-03-21,"MD","2020-03-21 23:13:18",193,2,0,"39.0639","-76.8021","0","1","1","0","1","0","0","10","1","1","1","1",25,9,36,9,6,1.92,17,4
"252","Massachusetts",2020-03-10,"MA","2020-03-10 22:13:11",92,0,1,"42.2302","-71.5301","1","0","0","0","1","0","0","999","0","0","0","1",31,21,31,21,16,2.27,39,25
"253","Massachusetts",2020-03-11,"MA","2020-03-11 22:53:03",95,0,1,"42.2302","-71.5301","1","0","1","0","1","0","0","999","0","0","0","1",31,21,31,21,16,2.27,39,25
"254","Massachusetts",2020-03-12,"MA","2020-03-12 21:39:09",108,0,1,"42.2302","-71.5301","1","0","1","0","1","0","0","999","0","0","0","1",31,21,31,21,16,2.27,39,25
"255","Massachusetts",2020-03-13,"MA","2020-03-11 20:00:00",123,0,1,"42.230171","-71.530106","1","0","1","0","1","0","0","999","0","0","0","1",31,21,31,21,16,2.27,39,25
"256","Massachusetts",2020-03-14,"MA","2020-03-14 22:13:19",164,0,1,"42.2302","-71.5301","1","0","1","0","1","0","0","999","0","0","0","1",31,21,31,21,16,2.27,39,25
"257","Massachusetts",2020-03-15,"MA","2020-03-16 21:53:03",197,0,1,"42.2302","-71.5301","1","0","1","0","1","0","0","999","1","1","0","1",31,21,31,21,16,2.27,39,25
"258","Massachusetts",2020-03-16,"MA","2020-03-16 21:53:03",197,0,1,"42.2302","-71.5301","1","0","1","0","1","0","0","999","1","1","0","1",31,21,31,21,16,2.27,39,25
"259","Massachusetts",2020-03-17,"MA","2020-03-17 22:53:02",218,0,1,"42.2302","-71.5301","1","0","1","0","1","0","0","999","1","1","0","1",31,21,31,21,16,2.27,39,25
"260","Massachusetts",2020-03-18,"MA","2020-03-18 14:13:56",218,0,0,"42.2302","-71.5301","1","0","1","0","1","0","0","999","1","1","0","1",31,21,31,21,16,2.27,39,25
"261","Massachusetts",2020-03-19,"MA","2020-03-19 21:13:35",328,0,0,"42.2302","-71.5301","1","0","1","0","1","0","0","999","1","1","0","1",31,21,31,21,16,2.27,39,25
"262","Massachusetts",2020-03-20,"MA","2020-03-20 23:43:03",413,1,0,"42.2302","-71.5301","1","0","1","0","1","0","0","999","1","1","0","1",31,21,31,21,16,2.27,39,25
"263","Massachusetts",2020-03-21,"MA","2020-03-21 23:13:18",525,1,0,"42.2302","-71.5301","1","0","1","0","1","0","0","999","1","1","0","1",31,21,31,21,16,2.27,39,25
"264","Michigan",2020-03-10,"MI","2020-03-10 02:33:04",0,0,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","0","0","0","0",39,26,49,26,28,2.5,38,28
"265","Michigan",2020-03-11,"MI","2020-03-11 03:33:05",2,0,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","0","0","0","0",39,26,49,26,28,2.5,38,28
"266","Michigan",2020-03-13,"MI","2020-03-14 16:53:03",25,0,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","0","0","0","1",39,26,49,26,28,2.5,38,28
"267","Michigan",2020-03-14,"MI","2020-03-14 16:53:03",25,0,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","0","0","0","1",39,26,49,26,28,2.5,38,28
"268","Michigan",2020-03-15,"MI","2020-03-15 18:20:19",33,0,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","0","0","0","1",39,26,49,26,28,2.5,38,28
"269","Michigan",2020-03-16,"MI","2020-03-16 14:38:46",53,0,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","1","0","0","1",39,26,49,26,28,2.5,38,28
"270","Michigan",2020-03-17,"MI","2020-03-17 20:53:02",65,0,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","1","1","0","1",39,26,49,26,28,2.5,38,28
"271","Michigan",2020-03-18,"MI","2020-03-18 19:14:34",83,0,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","1","1","0","1",39,26,49,26,28,2.5,38,28
"272","Michigan",2020-03-19,"MI","2020-03-19 23:43:04",334,3,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","1","1","0","1",39,26,49,26,28,2.5,38,28
"273","Michigan",2020-03-20,"MI","2020-03-20 21:13:32",552,3,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","1","1","0","1",39,26,49,26,28,2.5,38,28
"274","Michigan",2020-03-21,"MI","2020-03-21 22:43:04",788,5,0,"43.3266","-84.5361","0","0","0","0","0","0","0","999","1","1","0","1",39,26,49,26,28,2.5,38,28
"275","Minnesota",2020-03-10,"MN","2020-03-10 19:53:13",3,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","0","0","0","0",21,8,23,8,12,2.48,16,48
"276","Minnesota",2020-03-11,"MN","2020-03-11 19:13:18",5,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","0","0","0","0",21,8,23,8,12,2.48,16,48
"277","Minnesota",2020-03-12,"MN","2020-03-12 21:39:10",9,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","0","0","0","0",21,8,23,8,12,2.48,16,48
"278","Minnesota",2020-03-13,"MN","2020-03-11 20:00:00",14,0,0,"45.694454","-93.900192","0","0","0","0","0","0","0","999","0","0","0","0",21,8,23,8,12,2.48,16,48
"279","Minnesota",2020-03-14,"MN","2020-03-14 18:53:03",21,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","0","0","0","1",21,8,23,8,12,2.48,16,48
"280","Minnesota",2020-03-15,"MN","2020-03-15 18:20:19",35,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","1","0","0","1",21,8,23,8,12,2.48,16,48
"281","Minnesota",2020-03-16,"MN","2020-03-16 16:53:06",54,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","1","1","0","1",21,8,23,8,12,2.48,16,48
"282","Minnesota",2020-03-17,"MN","2020-03-17 17:53:03",60,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","1","1","0","1",21,8,23,8,12,2.48,16,48
"283","Minnesota",2020-03-18,"MN","2020-03-18 19:14:34",77,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","1","1","0","1",21,8,23,8,12,2.48,16,48
"284","Minnesota",2020-03-19,"MN","2020-03-19 18:43:03",89,0,0,"45.6945","-93.9002","0","0","0","0","0","0","0","999","1","1","0","1",21,8,23,8,12,2.48,16,48
"285","Minnesota",2020-03-20,"MN","2020-03-20 19:13:30",115,0,0,"45.6945","-93.9002","0","0","1","0","0","0","0","999","1","1","0","1",21,8,23,8,12,2.48,16,48
"286","Minnesota",2020-03-21,"MN","2020-03-21 19:43:03",138,1,0,"45.6945","-93.9002","0","0","1","0","0","0","0","999","1","1","0","1",21,8,23,8,12,2.48,16,48
"287","Mississippi",2020-03-10,"MS","2020-03-10 02:33:04",0,0,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","0","0","0","0",6,46,21,46,7,4.05,20,19
"288","Mississippi",2020-03-11,"MS","2020-03-11 20:00:00",1,0,0,"32.741646","-89.678696","0","0","0","0","0","0","0","999","0","0","0","0",6,46,21,46,7,4.05,20,19
"289","Mississippi",2020-03-12,"MS","2020-03-12 09:33:03",1,0,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","0","0","0","0",6,46,21,46,7,4.05,20,19
"290","Mississippi",2020-03-13,"MS","2020-03-14 16:53:03",6,0,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","0","0","0","1",6,46,21,46,7,4.05,20,19
"291","Mississippi",2020-03-14,"MS","2020-03-14 16:53:03",10,0,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","0","0","0","1",6,46,21,46,7,4.05,20,19
"292","Mississippi",2020-03-15,"MS","2020-03-16 22:33:03",13,0,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","0","0","0","1",6,46,21,46,7,4.05,20,19
"293","Mississippi",2020-03-16,"MS","2020-03-16 22:33:03",13,0,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","0","0","0","1",6,46,21,46,7,4.05,20,19
"294","Mississippi",2020-03-17,"MS","2020-03-17 17:53:03",21,0,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","0","0","0","1",6,46,21,46,7,4.05,20,19
"295","Mississippi",2020-03-18,"MS","2020-03-18 19:33:03",34,0,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","0","0","0","1",6,46,21,46,7,4.05,20,19
"296","Mississippi",2020-03-19,"MS","2020-03-19 23:43:04",50,1,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","1","0","0","1",6,46,21,46,7,4.05,20,19
"297","Mississippi",2020-03-20,"MS","2020-03-20 16:43:10",80,1,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","1","0","1","1",6,46,21,46,7,4.05,20,19
"298","Mississippi",2020-03-21,"MS","2020-03-21 17:13:44",140,1,0,"32.7416","-89.6787","0","0","0","0","0","0","0","999","1","0","1","1",6,46,21,46,7,4.05,20,19
"299","Missouri",2020-03-10,"MO","2020-03-10 03:13:17",1,0,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","0",24,11,41,11,19,3.06,29,24
"300","Missouri",2020-03-11,"MO","2020-03-11 20:00:00",2,0,0,"38.456085","-92.288368","0","0","0","0","0","0","0","999","0","0","0","0",24,11,41,11,19,3.06,29,24
"301","Missouri",2020-03-12,"MO","2020-03-14 16:53:03",4,0,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"302","Missouri",2020-03-13,"MO","2020-03-14 16:53:03",4,0,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"303","Missouri",2020-03-14,"MO","2020-03-14 16:53:03",4,0,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"304","Missouri",2020-03-15,"MO","2020-03-15 18:20:19",5,0,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"305","Missouri",2020-03-16,"MO","2020-03-16 17:13:23",6,0,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"306","Missouri",2020-03-17,"MO","2020-03-17 23:33:02",11,0,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"307","Missouri",2020-03-18,"MO","2020-03-18 19:33:03",18,0,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"308","Missouri",2020-03-19,"MO","2020-03-19 23:43:04",31,1,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"309","Missouri",2020-03-20,"MO","2020-03-20 21:43:03",53,2,0,"38.4561","-92.2884","0","0","0","0","0","0","0","999","0","0","0","1",24,11,41,11,19,3.06,29,24
"310","Missouri",2020-03-21,"MO","2020-03-21 17:43:03",74,3,0,"38.4561","-92.2884","0","0","0","0","0","0","0","10","1","1","0","1",24,11,41,11,19,3.06,29,24
"311","Montana",2020-03-10,"MT","2020-03-10 02:33:04",0,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","0","0","0","0",43,32,47,32,33,3.34,14,42
"312","Montana",2020-03-11,"MT","2020-03-11 23:13:06",1,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","0","0","0","0",43,32,47,32,33,3.34,14,42
"313","Montana",2020-03-12,"MT","2020-03-14 16:53:03",5,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","0","0","0","1",43,32,47,32,33,3.34,14,42
"314","Montana",2020-03-13,"MT","2020-03-14 16:53:03",5,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","0","0","0","1",43,32,47,32,33,3.34,14,42
"315","Montana",2020-03-14,"MT","2020-03-14 16:53:03",5,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","0","0","0","1",43,32,47,32,33,3.34,14,42
"316","Montana",2020-03-15,"MT","2020-03-15 18:20:19",7,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","1","0","0","1",43,32,47,32,33,3.34,14,42
"317","Montana",2020-03-16,"MT","2020-03-17 17:33:03",9,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","1","0","0","1",43,32,47,32,33,3.34,14,42
"318","Montana",2020-03-17,"MT","2020-03-17 17:33:03",9,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","1","0","0","1",43,32,47,32,33,3.34,14,42
"319","Montana",2020-03-18,"MT","2020-03-18 19:33:03",11,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","1","0","0","1",43,32,47,32,33,3.34,14,42
"320","Montana",2020-03-19,"MT","2020-03-20 16:43:10",15,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","1","1","0","1",43,32,47,32,33,3.34,14,42
"321","Montana",2020-03-20,"MT","2020-03-20 16:43:10",15,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","1","1","0","1",43,32,47,32,33,3.34,14,42
"322","Montana",2020-03-21,"MT","2020-03-21 17:43:03",21,0,0,"46.9219","-110.4544","0","0","0","0","0","0","0","999","1","1","0","1",43,32,47,32,33,3.34,14,42
"323","Nebraska",2020-03-10,"NE","2020-03-10 03:13:17",3,0,0,"41.1254","-98.2681","0","0","0","0","0","0","0","999","0","0","0","0",2,39,10,39,44,3.55,7,36
"324","Nebraska",2020-03-11,"NE","2020-03-11 23:13:07",5,0,0,"41.1254","-98.2681","0","0","0","0","0","0","0","999","0","0","0","0",2,39,10,39,44,3.55,7,36
"325","Nebraska",2020-03-12,"NE","2020-03-12 01:53:03",10,0,0,"41.1254","-98.2681","0","0","0","0","0","0","0","999","0","0","0","0",2,39,10,39,44,3.55,7,36
"326","Nebraska",2020-03-13,"NE","2020-03-11 20:00:00",13,0,0,"41.12537","-98.268082","0","0","0","0","0","0","0","999","0","0","0","0",2,39,10,39,44,3.55,7,36
